generation,best_fitness,worst_fitness,mean_fitness,std_fitness,best_weights,improvement,cumulative_improvement,fitness_range
0,0.23500000000000001,0.09,0.10619999999999999,0.01799819435387895,"{'avance_balon': 5.202543290510256, 'dist_balon_jug': 2.5405649144519344, 'dist_balon_op': 13.59623337627471, 'avance_jug': -6.801973212191591, 'avance_op': -49.20535962299301, 'dist_col_balon_jug': 46.84477600022586, 'dist_col_balon_op': -28.111190892206317, 'mas_cerca_balon': 34.75320376643528}",,0.0,0.14500000000000002
1,0.2575,0.0875,0.10736999999999998,0.020391577509681135,"{'avance_balon': 31.87851405632773, 'dist_balon_jug': 42.56926850870357, 'dist_balon_op': -9.705931907250367, 'avance_jug': 28.497603216360993, 'avance_op': -47.1341035453688, 'dist_col_balon_jug': -18.96445810321119, 'dist_col_balon_op': 25.30902148899426, 'mas_cerca_balon': -11.129952336311945}",0.022499999999999992,0.022499999999999992,0.17
2,0.2575,0.0875,0.10944833333333333,0.02301412241549861,"{'avance_balon': -2.900681669772979, 'dist_balon_jug': -26.401330005313824, 'dist_balon_op': 25.64820384239768, 'avance_jug': -17.022485089221526, 'avance_op': -11.150521816096159, 'dist_col_balon_jug': 29.76465047012404, 'dist_col_balon_op': -17.327482373269973, 'mas_cerca_balon': -23.84557477386907}",0.0,0.022499999999999992,0.17
3,0.2575,0.085,0.11035166666666667,0.02449756104640261,"{'avance_balon': -8.699352365804167, 'dist_balon_jug': 36.36687185303656, 'dist_balon_op': 1.7954695818739523, 'avance_jug': -6.593040934491221, 'avance_op': 39.61072894884613, 'dist_col_balon_jug': 47.26740435463633, 'dist_col_balon_op': -5.260088242608852, 'mas_cerca_balon': 39.296383129343425}",0.0,0.022499999999999992,0.1725
4,0.325,0.0875,0.11079166666666669,0.02564359758735545,"{'avance_balon': -8.699352365804167, 'dist_balon_jug': 36.36687185303656, 'dist_balon_op': 1.7954695818739523, 'avance_jug': -6.593040934491221, 'avance_op': 39.61072894884613, 'dist_col_balon_jug': 47.26740435463633, 'dist_col_balon_op': -5.260088242608852, 'mas_cerca_balon': 39.296383129343425}",0.0675,0.09,0.23750000000000002
5,0.3025,0.085,0.11277166666666669,0.028049902505277186,"{'avance_balon': -8.147011152829444, 'dist_balon_jug': -39.450117527136854, 'dist_balon_op': -7.13528379564783, 'avance_jug': -44.26227556395486, 'avance_op': 7.145060512909396, 'dist_col_balon_jug': 23.293473324953865, 'dist_col_balon_op': -36.86277570766198, 'mas_cerca_balon': 7.67120153280203}",-0.02250000000000002,0.06749999999999998,0.21749999999999997
6,0.27999999999999997,0.0825,0.112625,0.02821356426142102,"{'avance_balon': -39.32115144021133, 'dist_balon_jug': 10.058954239663358, 'dist_balon_op': 5.8882369257861065, 'avance_jug': -17.022485089221526, 'avance_op': 31.912911619577116, 'dist_col_balon_jug': 29.76465047012404, 'dist_col_balon_op': -35.565496657654776, 'mas_cerca_balon': 24.356977687680637}",-0.02250000000000002,0.04499999999999996,0.19749999999999995
7,0.3225,0.0825,0.11441000000000001,0.031493018803114656,"{'avance_balon': -8.147011152829444, 'dist_balon_jug': -39.450117527136854, 'dist_balon_op': -7.13528379564783, 'avance_jug': -44.26227556395486, 'avance_op': 7.145060512909396, 'dist_col_balon_jug': 23.293473324953865, 'dist_col_balon_op': -36.86277570766198, 'mas_cerca_balon': 8.040428257710962}",0.04250000000000004,0.0875,0.24
8,0.34750000000000003,0.0825,0.11495166666666667,0.03203867710370632,"{'avance_balon': -8.147011152829444, 'dist_balon_jug': -39.450117527136854, 'dist_balon_op': -7.13528379564783, 'avance_jug': -44.26227556395486, 'avance_op': 7.145060512909396, 'dist_col_balon_jug': 23.293473324953865, 'dist_col_balon_op': -36.86277570766198, 'mas_cerca_balon': 8.040428257710962}",0.025000000000000022,0.11250000000000002,0.265
9,0.41500000000000004,0.0825,0.11553166666666667,0.03497648968315082,"{'avance_balon': -18.96880417072493, 'dist_balon_jug': 25.64205846919682, 'dist_balon_op': 6.2531889096994755, 'avance_jug': -26.860060481562105, 'avance_op': 23.07505314268981, 'dist_col_balon_jug': 36.24962110683263, 'dist_col_balon_op': -43.059523614866265, 'mas_cerca_balon': 28.05467233061645}",0.0675,0.18000000000000002,0.3325
